field_name,fcr,publication_count
Health Sciences,34.82,11
Health Sciences,14.15,75
Health Sciences,6.11,16
Health Sciences,8.84,12
Health Sciences,11.68,53
Health Sciences,25.06,7
Health Sciences,32.43,13
Health Sciences,5.41,91
Health Sciences,6.42,25
Health Sciences,16.78,15
Health Sciences,2.61,83
Health Sciences,28.9,1
Health Sciences,1.82,159
Health Sciences,39.42,1
Health Sciences,2.45,51
Health Sciences,13.51,2
Health Sciences,54.76,2
Health Sciences,1.77,63
Health Sciences,11.46,8
Health Sciences,2.06,51
Health Sciences,1.83,19
Health Sciences,1.03,76
Health Sciences,21.47,3
Health Sciences,12.87,4
Health Sciences,1.41,66
Health Sciences,1.34,10
Health Sciences,112.72,1
Health Sciences,8.52,30
Health Sciences,9.52,13
Health Sciences,6.91,17
Health Sciences,13.25,17
Health Sciences,12.27,50
Health Sciences,23.61,2
Health Sciences,25.14,1
Health Sciences,4.92,55
Health Sciences,3.86,30
Health Sciences,45.71,5
Health Sciences,3.57,70
Health Sciences,4.07,27
Health Sciences,37.2,1
Health Sciences,49.95,3
Health Sciences,22.89,3
Health Sciences,8.43,25
Health Sciences,45.05,1
Health Sciences,10.84,22
Health Sciences,5.94,48
Health Sciences,23.58,13
Health Sciences,18.58,19
Health Sciences,14.94,17
Health Sciences,4.68,86
Health Sciences,1.74,36
Health Sciences,27.57,17
Health Sciences,25.03,16
Health Sciences,20.33,9
Health Sciences,6.74,25
Health Sciences,23.52,34
Health Sciences,29.22,2
Health Sciences,44.27,1
Health Sciences,22.85,27
Health Sciences,11.99,88
Health Sciences,0.7,36
Health Sciences,0.91,82
Health Sciences,14.96,12
Health Sciences,5.59,10
Health Sciences,10.73,5
Health Sciences,28.21,5
Health Sciences,66.6,2
Health Sciences,4.34,12
Health Sciences,15.27,13
Health Sciences,7.33,10
Health Sciences,24.58,6
Health Sciences,17.91,5
Health Sciences,22.58,3
Health Sciences,1.53,10
Health Sciences,29.68,20
Health Sciences,22.13,22
Health Sciences,5.58,9
Health Sciences,3.48,25
Health Sciences,21.11,12
Health Sciences,2.03,20
Health Sciences,2.74,16
Health Sciences,8.7,20
Health Sciences,15.31,38
Health Sciences,10.93,16
Health Sciences,29.75,14
Health Sciences,61.64,3
Health Sciences,29.45,1
Health Sciences,2.41,122
Health Sciences,4.81,9
Health Sciences,186.66,1
Health Sciences,70.74,2
Health Sciences,38.1,1
Health Sciences,8.98,2
Health Sciences,4.64,28
Health Sciences,22.47,1
Health Sciences,12.63,6
Health Sciences,51.4,1
Health Sciences,4.96,29
Health Sciences,11.64,28
Health Sciences,9.5,9
Health Sciences,72.02,1
Health Sciences,4.01,11
Health Sciences,19.57,18
Health Sciences,15.39,76
Health Sciences,8.14,8
Health Sciences,19.08,24
Health Sciences,49.11,3
Health Sciences,14.83,10
Health Sciences,15.66,10
Health Sciences,8.76,54
Health Sciences,1.02,45
Health Sciences,76.31,2
Health Sciences,12.99,19
Health Sciences,18.4,34
Health Sciences,19.68,5
Health Sciences,16.41,6
Health Sciences,21.69,6
Health Sciences,22.42,5
Health Sciences,22.49,32
Health Sciences,21.36,9
Health Sciences,3.81,42
Health Sciences,30.32,2
Health Sciences,22.74,2
Health Sciences,10.59,4
Health Sciences,32.24,5
Health Sciences,43.3,1
Health Sciences,23.36,8
Health Sciences,11.33,22
Health Sciences,42.23,1
Health Sciences,21.25,5
Health Sciences,15.16,12
Health Sciences,33.3,8
Health Sciences,49.99,11
Health Sciences,30.79,1
Health Sciences,55.8,1
Health Sciences,1.05,45
Health Sciences,9.93,44
Health Sciences,5.63,65
Health Sciences,28.78,4
Health Sciences,4.23,10
Health Sciences,13.53,13
Health Sciences,16.35,3
Health Sciences,13.32,8
Health Sciences,91.78,1
Health Sciences,25.98,13
Health Sciences,14.41,5
Health Sciences,15.54,3
Health Sciences,30.09,10
Health Sciences,10.82,6
Health Sciences,6.46,7
Health Sciences,1.22,23
Health Sciences,17.27,15
Health Sciences,17.38,20
Health Sciences,11.6,6
Health Sciences,26.5,8
Health Sciences,65.42,1
Health Sciences,0.97,108
Health Sciences,40.23,1
Health Sciences,21.63,1
Health Sciences,79.34,1
Health Sciences,49.58,5
Health Sciences,5.48,11
Health Sciences,8.91,6
Health Sciences,27.58,6
Health Sciences,31.92,14
Health Sciences,68.56,1
Health Sciences,5.56,15
Health Sciences,13.7,15
Health Sciences,10.26,3
Health Sciences,34.37,4
Health Sciences,2.67,27
Health Sciences,18.94,8
Health Sciences,36.64,7
Health Sciences,28.05,3
Health Sciences,27.03,3
Health Sciences,17.53,17
Health Sciences,13.91,3
Health Sciences,7.56,10
Health Sciences,24.36,7
Health Sciences,9.08,9
Health Sciences,11.95,3
Health Sciences,3.76,7
Health Sciences,17.74,9
Health Sciences,9.22,7
Health Sciences,35.85,1
Health Sciences,41.19,6
Health Sciences,44.53,3
Health Sciences,1.36,45
Health Sciences,33.24,2
Health Sciences,12.31,3
Health Sciences,5.54,37
Health Sciences,41.78,10
Health Sciences,81.5,2
Health Sciences,9.6,10
Health Sciences,25.17,6
Health Sciences,121.49,1
Health Sciences,59.3,2
Health Sciences,3.9,12
Health Sciences,27.61,7
Health Sciences,30.78,10
Health Sciences,26.1,5
Health Sciences,14.35,6
Health Sciences,8.97,3
Health Sciences,12.05,8
Health Sciences,20.77,4
Health Sciences,11.79,3
Health Sciences,30.23,12
Health Sciences,16.29,1
Health Sciences,70.69,3
Health Sciences,39.57,1
Health Sciences,12.6,21
Health Sciences,459.72,1
Health Sciences,9.57,16
Health Sciences,25.67,4
Health Sciences,38.24,1
Health Sciences,24.74,16
Health Sciences,28.52,2
Health Sciences,20.03,6
Health Sciences,60.58,2
Health Sciences,13.71,6
Health Sciences,165.92,1
Health Sciences,94.06,1
Health Sciences,53.75,3
Health Sciences,24.48,4
Health Sciences,11.41,15
Health Sciences,4.53,4
Health Sciences,13.56,4
Health Sciences,124.73,1
Health Sciences,277.87,1
Health Sciences,10.1,4
Health Sciences,489.55,1
Health Sciences,2.89,15
Health Sciences,6.19,11
Health Sciences,197.18,1
Health Sciences,12.93,3
Health Sciences,31.55,8
Health Sciences,9.87,9
Health Sciences,31.7,2
Health Sciences,111.11,1
Health Sciences,322.49,1
Health Sciences,8.61,4
Health Sciences,323.65,1
Health Sciences,89.35,1
Health Sciences,29.84,4
Health Sciences,59.52,1
Health Sciences,23.41,3
Health Sciences,8.26,12
Health Sciences,22.87,1
Health Sciences,37.41,1
Health Sciences,18.18,5
Health Sciences,61.32,1
Health Sciences,8.31,13
Health Sciences,24.76,2
Health Sciences,21.12,3
Health Sciences,33.92,5
Health Sciences,7.03,7
Health Sciences,204.5,1
Health Sciences,49.33,4
Health Sciences,56.95,1
Health Sciences,15.99,21
Health Sciences,20.92,2
Health Sciences,32.99,1
Health Sciences,94.35,1
Health Sciences,30.47,7
Health Sciences,14.57,13
Health Sciences,67.28,1
Health Sciences,20.84,5
Health Sciences,156.87,1
Health Sciences,84.09,1
Health Sciences,41.48,4
Health Sciences,13.94,6
Health Sciences,11.02,3
Health Sciences,180.53,1
Health Sciences,9.66,1
Health Sciences,12.96,3
Health Sciences,5.98,15
Health Sciences,9.75,4
Health Sciences,34.31,13
Health Sciences,47.52,7
Health Sciences,6.16,3
Health Sciences,15.79,2
Health Sciences,11.08,6
Health Sciences,7.86,27
Health Sciences,7.96,7
Health Sciences,12.17,3
Health Sciences,26.05,6
Health Sciences,57.88,1
Health Sciences,88.22,3
Health Sciences,65.67,4
Health Sciences,13.93,8
Health Sciences,42.44,7
Health Sciences,18.47,4
Health Sciences,9.21,7
Health Sciences,28.19,2
Health Sciences,7.14,3
Health Sciences,103.14,1
Health Sciences,51.26,1
Health Sciences,19.98,6
Health Sciences,8.58,5
Health Sciences,19.04,3
Health Sciences,16.1,5
Health Sciences,40.46,1
Health Sciences,83.25,3
Health Sciences,17.43,5
Health Sciences,37.36,3
Health Sciences,15.14,5
Health Sciences,52.8,2
Health Sciences,14.17,1
Health Sciences,18.77,2
Health Sciences,15.34,3
Health Sciences,12.01,1
Health Sciences,71.03,1
Health Sciences,8.77,5
Health Sciences,75.07,1
Health Sciences,20.36,6
Health Sciences,239.17,1
Health Sciences,52.0,3
Health Sciences,32.77,3
Health Sciences,33.13,3
Health Sciences,23.82,8
Health Sciences,37.93,8
Health Sciences,57.17,2
Health Sciences,86.92,1
Health Sciences,35.36,2
Health Sciences,23.49,3
Health Sciences,330.97,1
Health Sciences,12.21,7
Health Sciences,6.73,8
Health Sciences,30.9,2
Health Sciences,8.72,1
Health Sciences,36.6,4
Health Sciences,18.96,4
Health Sciences,49.37,2
Health Sciences,24.25,9
Health Sciences,38.46,2
Health Sciences,24.04,2
Health Sciences,58.84,2
Health Sciences,76.33,1
Health Sciences,26.51,3
Health Sciences,15.85,2
Health Sciences,11.22,6
Health Sciences,14.79,16
Health Sciences,47.28,5
Health Sciences,20.15,9
Health Sciences,131.28,1
Health Sciences,28.49,2
Health Sciences,22.97,7
Health Sciences,28.63,8
Health Sciences,27.44,12
Health Sciences,65.32,1
Health Sciences,85.59,2
Health Sciences,14.03,5
Health Sciences,97.69,1
Health Sciences,46.15,3
Health Sciences,34.22,1
Health Sciences,97.53,1
Health Sciences,67.77,3
Health Sciences,14.18,7
Health Sciences,60.95,1
Health Sciences,35.35,3
Health Sciences,20.87,3
Health Sciences,96.7,1
Health Sciences,31.66,1
Health Sciences,29.41,15
Health Sciences,16.85,1
Health Sciences,25.12,11
Health Sciences,14.97,3
Health Sciences,96.64,1
Health Sciences,178.41,1
Health Sciences,68.61,3
Health Sciences,11.62,9
Health Sciences,22.61,1
Health Sciences,16.87,4
Health Sciences,3.88,11
Health Sciences,20.25,3
Health Sciences,15.17,5
Health Sciences,18.8,1
Health Sciences,203.54,1
Health Sciences,77.01,1
Health Sciences,15.12,4
Health Sciences,35.61,1
Health Sciences,45.16,1
Health Sciences,22.39,2
Health Sciences,194.55,1
Health Sciences,96.4,2
Health Sciences,65.66,1
Health Sciences,28.39,1
Health Sciences,44.6,1
Health Sciences,55.17,1
Health Sciences,160.67,1
Health Sciences,11.71,4
Health Sciences,36.31,3
Health Sciences,8.02,12
Health Sciences,27.72,2
Health Sciences,56.3,1
Health Sciences,149.27,1
Health Sciences,86.25,3
Health Sciences,98.95,2
Health Sciences,68.0,1
Health Sciences,48.18,3
Health Sciences,30.25,1
Health Sciences,115.1,1
Health Sciences,79.3,1
Health Sciences,63.61,1
Health Sciences,11.4,5
Health Sciences,18.95,9
Health Sciences,37.96,1
Health Sciences,85.97,1
Health Sciences,225.21,1
Health Sciences,22.12,3
Health Sciences,26.9,1
Health Sciences,57.25,1
Health Sciences,13.35,2
Health Sciences,70.34,1
Health Sciences,17.83,1
Health Sciences,7.2,13
Health Sciences,54.89,3
Health Sciences,46.82,1
Health Sciences,52.24,3
Health Sciences,15.84,5
Health Sciences,60.36,1
Health Sciences,37.38,9
Health Sciences,42.77,2
Health Sciences,19.47,3
Health Sciences,92.6,2
Health Sciences,11.81,5
Health Sciences,61.06,1
Health Sciences,23.29,1
Health Sciences,45.08,5
Health Sciences,52.09,2
Health Sciences,22.82,5
Health Sciences,10.86,4
Health Sciences,38.56,7
Health Sciences,22.5,5
Health Sciences,92.86,1
Health Sciences,16.42,5
Health Sciences,46.49,1
Health Sciences,22.91,1
Health Sciences,48.49,2
Health Sciences,27.81,4
Health Sciences,33.32,1
Health Sciences,12.69,5
Health Sciences,104.12,1
Health Sciences,72.34,1
Health Sciences,27.63,2
Health Sciences,19.17,2
Health Sciences,24.05,2
Health Sciences,12.29,3
Health Sciences,124.59,1
Health Sciences,25.9,1
Health Sciences,5.85,7
Health Sciences,26.44,3
Health Sciences,89.96,1
Health Sciences,26.13,1
Health Sciences,117.33,1
Health Sciences,30.34,4
Health Sciences,40.62,2
Health Sciences,19.8,1
Health Sciences,340.26,1
Health Sciences,60.74,2
Health Sciences,17.78,4
Health Sciences,13.45,2
Health Sciences,55.21,2
Health Sciences,8.11,5
Health Sciences,59.92,2
Health Sciences,6.69,4
Health Sciences,49.12,1
Health Sciences,20.99,1
Health Sciences,31.93,2
Health Sciences,75.24,1
Health Sciences,7.41,2
Health Sciences,9.46,3
Health Sciences,11.34,5
Health Sciences,18.87,4
Health Sciences,69.74,1
Health Sciences,24.09,2
Health Sciences,136.82,1
Health Sciences,12.61,5
Health Sciences,32.64,1
Health Sciences,95.52,1
Health Sciences,125.46,1
Health Sciences,85.15,1
Health Sciences,30.3,1
Health Sciences,68.54,2
Health Sciences,9.88,3
Health Sciences,57.26,4
Health Sciences,26.18,1
Health Sciences,19.81,1
Health Sciences,110.49,1
Health Sciences,69.23,3
Health Sciences,121.1,1
Health Sciences,34.62,3
Health Sciences,24.96,3
Health Sciences,134.25,1
Health Sciences,50.9,1
Health Sciences,37.12,1
Health Sciences,44.82,1
Health Sciences,49.06,1
Health Sciences,22.46,2
Health Sciences,38.54,1
Health Sciences,19.06,2
Health Sciences,62.39,2
Health Sciences,41.58,1
Health Sciences,13.95,3
Health Sciences,97.3,1
Health Sciences,16.26,1
Health Sciences,81.47,1
Health Sciences,74.16,1
Health Sciences,44.66,1
Health Sciences,51.58,2
Health Sciences,57.52,1
Health Sciences,296.56,1
Health Sciences,13.58,2
Health Sciences,17.56,1
Health Sciences,93.23,1
Health Sciences,438.84,1
Health Sciences,11.78,4
Health Sciences,22.63,2
Health Sciences,21.16,1
Health Sciences,58.13,3
Health Sciences,25.94,3
Health Sciences,77.75,1
Health Sciences,258.47,1
Health Sciences,55.72,1
Health Sciences,43.2,2
Health Sciences,13.37,3
Health Sciences,84.18,1
Health Sciences,51.38,1
Health Sciences,32.65,5
Health Sciences,110.09,1
Health Sciences,40.01,1
Health Sciences,57.55,1
Health Sciences,11.24,2
Health Sciences,121.52,1
Health Sciences,112.09,1
Health Sciences,17.52,2
Health Sciences,47.06,1
Health Sciences,90.03,1
Health Sciences,40.52,1
Health Sciences,48.37,4
Health Sciences,221.13,1
Health Sciences,181.68,1
Health Sciences,77.92,1
Health Sciences,64.56,2
Health Sciences,77.27,1
Health Sciences,51.97,2
Health Sciences,81.28,1
Health Sciences,106.89,1
Health Sciences,27.55,1
Health Sciences,68.2,1
Health Sciences,86.31,1
Health Sciences,35.63,2
Health Sciences,295.92,1
Health Sciences,18.15,1
Health Sciences,44.62,3
Health Sciences,43.93,1
Health Sciences,76.45,1
Health Sciences,80.33,2
Health Sciences,136.38,1
Health Sciences,54.88,1
Health Sciences,63.65,1
Health Sciences,21.28,4
Health Sciences,32.48,3
Health Sciences,37.81,1
Health Sciences,32.12,1
Health Sciences,55.79,1
Health Sciences,63.39,1
Health Sciences,21.48,2
Health Sciences,7.09,1
Health Sciences,23.23,1
Health Sciences,41.43,2
Health Sciences,85.93,2
Health Sciences,142.12,1
Health Sciences,230.06,1
Health Sciences,54.33,1
Health Sciences,75.94,1
Health Sciences,98.4,1
Health Sciences,19.97,4
Health Sciences,17.37,1
Health Sciences,129.73,1
Health Sciences,58.81,3
Health Sciences,81.23,2
Health Sciences,18.92,2
Health Sciences,17.42,2
Health Sciences,51.15,2
Health Sciences,50.97,3
Health Sciences,16.46,1
Health Sciences,874.02,1
Health Sciences,40.81,2
Health Sciences,14.12,5
Health Sciences,50.89,2
Health Sciences,77.35,1
Health Sciences,67.71,2
Health Sciences,48.72,1
Health Sciences,23.87,2
Health Sciences,234.08,1
Health Sciences,159.21,1
Health Sciences,127.65,1
Health Sciences,47.85,1
Health Sciences,154.61,1
Health Sciences,63.93,2
Health Sciences,63.12,1
Health Sciences,38.26,3
Health Sciences,11.93,2
Health Sciences,72.74,3
Health Sciences,69.56,1
Health Sciences,63.63,3
Health Sciences,31.94,1
Health Sciences,134.85,1
Health Sciences,209.91,1
Health Sciences,35.22,1
Health Sciences,78.29,2
Health Sciences,79.46,1
Health Sciences,34.71,1
Health Sciences,52.97,1
Health Sciences,21.17,2
Health Sciences,141.73,1
Health Sciences,14.53,1
Health Sciences,115.43,1
Health Sciences,26.75,1
Health Sciences,83.41,2
Health Sciences,21.52,1
Health Sciences,418.6,1
Health Sciences,114.22,2
Health Sciences,17.92,1
Health Sciences,120.65,1
Health Sciences,29.74,1
Health Sciences,31.08,1
Health Sciences,107.19,1
Health Sciences,139.05,1
Health Sciences,136.49,1
Health Sciences,34.28,1
Health Sciences,36.87,1
Health Sciences,159.77,1
Health Sciences,69.73,1
Health Sciences,42.94,3
Health Sciences,15.61,2
Health Sciences,16.64,3
Health Sciences,205.16,1
Health Sciences,26.24,1
Health Sciences,38.27,1
Health Sciences,62.0,1
Health Sciences,237.61,1
Health Sciences,29.95,2
Health Sciences,168.35,1
Health Sciences,15.11,2
Health Sciences,41.98,1
Health Sciences,15.26,6
Health Sciences,51.25,1
Health Sciences,41.82,1
Health Sciences,15.4,3
Health Sciences,35.25,1
Health Sciences,252.3,1
Health Sciences,65.44,1
Health Sciences,94.92,1
Health Sciences,78.41,1
Health Sciences,35.26,1
Health Sciences,88.5,2
Health Sciences,52.12,1
Health Sciences,65.45,1
Health Sciences,154.24,1
Health Sciences,55.02,1
Health Sciences,29.71,1
Health Sciences,10.76,2
Health Sciences,100.84,1
Health Sciences,13.1,6
Health Sciences,791.52,1
Health Sciences,16.77,1
Health Sciences,82.73,1
Health Sciences,118.98,1
Health Sciences,26.07,1
Health Sciences,52.99,1
Health Sciences,25.58,3
Health Sciences,62.67,2
Health Sciences,135.84,2
Health Sciences,67.33,1
Health Sciences,42.95,1
Health Sciences,40.71,1
Health Sciences,132.9,1
Health Sciences,69.05,1
Health Sciences,21.5,1
Health Sciences,8.67,3
Health Sciences,254.6,1
Health Sciences,25.85,1
Health Sciences,31.43,1
Health Sciences,48.32,1
Health Sciences,78.72,4
Health Sciences,60.98,1
Health Sciences,36.09,1
Health Sciences,25.86,2
Health Sciences,38.88,1
Health Sciences,19.93,2
Health Sciences,84.02,1
Health Sciences,21.85,2
Health Sciences,59.27,1
Health Sciences,44.31,1
Health Sciences,46.91,1
Health Sciences,27.41,2
Health Sciences,33.88,1
Health Sciences,202.75,1
Health Sciences,58.03,1
Health Sciences,514.91,1
Health Sciences,50.96,1
Health Sciences,26.17,1
Health Sciences,34.17,2
Health Sciences,109.55,1
Health Sciences,31.89,1
Health Sciences,65.95,1
Health Sciences,63.97,1
Health Sciences,55.34,1
Health Sciences,69.52,1
Health Sciences,226.2,1
Health Sciences,19.82,1
Health Sciences,40.06,1
Health Sciences,17.79,2
Health Sciences,56.32,1
Health Sciences,83.72,1
Health Sciences,50.76,1
Health Sciences,34.85,1
Health Sciences,261.83,1
Health Sciences,20.13,1
Health Sciences,114.34,1
Health Sciences,16.83,1
Health Sciences,56.03,1
Health Sciences,56.55,1
Health Sciences,22.02,2
Health Sciences,135.48,1
Health Sciences,31.75,3
Health Sciences,114.51,1
Health Sciences,42.97,1
Health Sciences,75.63,1
Health Sciences,18.82,2
Health Sciences,13.87,2
Health Sciences,35.21,2
Health Sciences,145.48,1
Health Sciences,84.16,1
Health Sciences,44.64,1
Health Sciences,54.98,1
Health Sciences,15.51,1
Health Sciences,52.43,1
Health Sciences,94.77,1
Health Sciences,82.68,1
Health Sciences,73.14,1
Health Sciences,95.61,1
Health Sciences,43.36,2
Health Sciences,23.2,3
Health Sciences,25.45,1
Health Sciences,60.75,1
Health Sciences,65.27,1
Health Sciences,144.35,1
Health Sciences,23.59,2
Health Sciences,113.79,1
Health Sciences,27.09,1
Health Sciences,71.94,1
Health Sciences,96.98,1
Health Sciences,37.34,1
Health Sciences,86.54,1
Health Sciences,99.9,1
Health Sciences,34.33,1
Health Sciences,64.62,1
Health Sciences,32.95,1
Health Sciences,67.26,1
Health Sciences,21.79,1
Health Sciences,10.02,1
Health Sciences,52.96,1
Health Sciences,50.29,1
Health Sciences,115.39,1
Health Sciences,1726.62,1
Health Sciences,77.32,1
Health Sciences,19.63,1
Health Sciences,138.14,1
Health Sciences,52.22,1
Health Sciences,77.15,1
Health Sciences,43.28,1
Health Sciences,64.87,1
Health Sciences,30.54,1
Health Sciences,14.58,1
Health Sciences,49.3,1
Health Sciences,4.85,1
Health Sciences,85.32,1
Health Sciences,15.78,2
Health Sciences,68.7,1
Health Sciences,26.42,1
Health Sciences,91.41,1
Health Sciences,19.07,1
Health Sciences,82.25,1
Health Sciences,271.85,1
Health Sciences,35.95,1
Health Sciences,169.11,1
Health Sciences,164.46,1
Health Sciences,22.53,1
Health Sciences,31.3,1
Health Sciences,38.05,1
Health Sciences,53.71,1
Health Sciences,42.64,1
Health Sciences,20.75,1
Health Sciences,34.05,1
Health Sciences,158.79,1
Health Sciences,15.18,1
Health Sciences,749.29,1
Health Sciences,71.27,1
Health Sciences,44.44,1
Health Sciences,60.46,1
Health Sciences,59.46,1
Health Sciences,61.23,1
Health Sciences,165.63,1
Health Sciences,144.31,1
Health Sciences,12.19,34
Health Sciences,13.39,31
Health Sciences,1.09,1461
Health Sciences,26.29,12
Health Sciences,9.35,370
Health Sciences,1.96,3198
Health Sciences,1.2,1561
Health Sciences,3.72,496
Health Sciences,0.47,711
Health Sciences,1.32,172
Health Sciences,5.1,330
Health Sciences,0.78,105
Health Sciences,5.2,159
Health Sciences,9.89,230
Health Sciences,11.54,177
Health Sciences,5.4,231
Health Sciences,0.23,263
Health Sciences,1.8,674
Health Sciences,5.5,590
Health Sciences,7.65,145
Health Sciences,10.18,24
Health Sciences,11.76,228
Health Sciences,54.42,2
Health Sciences,17.3,2
Health Sciences,2.63,239
Health Sciences,13.19,170
Health Sciences,15.32,20
Health Sciences,3.18,761
Health Sciences,13.68,10
Health Sciences,33.33,18
Health Sciences,26.39,20
Health Sciences,7.98,184
Health Sciences,0.49,162
Health Sciences,0.5,157
Health Sciences,0.42,98
Health Sciences,2.0,558
Health Sciences,27.75,9
Health Sciences,69.59,2
Health Sciences,10.44,191
Health Sciences,1.89,275
Health Sciences,2.13,41
Health Sciences,5.42,74
Health Sciences,4.6,209
Health Sciences,1.24,166
Health Sciences,8.05,71
Health Sciences,18.5,42
Health Sciences,31.88,12
Health Sciences,11.91,67
Health Sciences,21.56,47
Health Sciences,0.44,128
Health Sciences,10.94,31
Health Sciences,1.92,58
Health Sciences,11.2,29
Health Sciences,1.31,260
Health Sciences,2.31,157
Health Sciences,8.46,51
Health Sciences,4.06,350
Health Sciences,13.74,94
Health Sciences,9.97,7
Health Sciences,2.55,673
Health Sciences,1.14,212
Health Sciences,4.62,29
Health Sciences,7.54,4
Health Sciences,2.17,272
Health Sciences,2.02,329
Health Sciences,6.8,157
Health Sciences,3.15,66
Health Sciences,12.74,204
Health Sciences,1.0,65
Health Sciences,20.34,33
Health Sciences,4.35,455
Health Sciences,7.94,63
Health Sciences,7.87,22
Health Sciences,19.53,2
Health Sciences,92.92,1
Health Sciences,6.81,7
Health Sciences,1.97,203
Health Sciences,8.06,74
Health Sciences,1.56,289
Health Sciences,13.77,13
Health Sciences,37.0,7
Health Sciences,1.25,226
Health Sciences,6.59,176
Health Sciences,2.59,55
Health Sciences,13.42,75
Health Sciences,3.93,124
Health Sciences,5.69,7
Health Sciences,12.85,40
Health Sciences,13.79,39
Health Sciences,7.88,13
Health Sciences,3.53,54
Health Sciences,9.48,47
Health Sciences,72.22,1
Health Sciences,3.35,49
Health Sciences,37.08,3
Health Sciences,6.86,705
Health Sciences,17.32,12
Health Sciences,2.57,29
Health Sciences,23.95,8
Health Sciences,3.22,191
Health Sciences,7.23,28
Health Sciences,4.97,148
Health Sciences,31.14,2
Health Sciences,12.86,15
Health Sciences,4.37,32
Health Sciences,31.56,7
Health Sciences,23.71,4
Health Sciences,20.97,1
Health Sciences,6.89,240
Health Sciences,1.59,37
Health Sciences,33.25,3
Health Sciences,1.57,78
Health Sciences,9.95,23
Health Sciences,0.43,126
Health Sciences,5.61,43
Health Sciences,12.25,3
Health Sciences,9.67,104
Health Sciences,19.59,40
Health Sciences,4.41,57
Health Sciences,0.84,85
Health Sciences,1.64,166
Health Sciences,9.43,147
Health Sciences,9.54,142
Health Sciences,19.72,2
Health Sciences,7.66,79
Health Sciences,9.69,21
Health Sciences,5.73,46
Health Sciences,15.63,32
Health Sciences,17.11,17
Health Sciences,1.44,151
Health Sciences,10.29,32
Health Sciences,9.68,23
Health Sciences,25.75,1
Health Sciences,5.45,36
Health Sciences,28.04,26
Health Sciences,2.14,56
Health Sciences,9.53,12
Health Sciences,125.9,2
Health Sciences,6.99,5
Health Sciences,38.57,3
Health Sciences,1.85,121
Health Sciences,39.21,8
Health Sciences,8.94,27
Health Sciences,2.47,42
Health Sciences,24.6,2
Health Sciences,12.39,21
Health Sciences,37.73,10
Health Sciences,4.31,20
Health Sciences,17.12,6
Health Sciences,5.93,66
Health Sciences,2.83,35
Health Sciences,3.47,67
Health Sciences,16.79,23
Health Sciences,16.32,50
Health Sciences,14.19,2
Health Sciences,46.79,6
Health Sciences,24.38,17
Health Sciences,14.11,33
Health Sciences,8.22,14
Health Sciences,1.93,38
Health Sciences,24.87,1
Health Sciences,2.95,66
Health Sciences,5.25,66
Health Sciences,10.35,28
Health Sciences,21.2,20
Health Sciences,5.71,45
Health Sciences,33.77,3
Health Sciences,2331.99,1
Health Sciences,4.17,11
Health Sciences,34.51,3
Health Sciences,21.89,2
Health Sciences,39.07,1
Health Sciences,68.36,3
Health Sciences,12.72,100
Health Sciences,6.23,92
Health Sciences,37.98,7
Health Sciences,11.98,46
Health Sciences,1.52,43
Health Sciences,28.06,4
Health Sciences,26.38,4
Health Sciences,22.41,5
Health Sciences,14.14,34
Health Sciences,12.44,9
Health Sciences,21.99,24
Health Sciences,3.65,35
Health Sciences,3.97,49
Health Sciences,20.3,7
Health Sciences,3.1,6
Health Sciences,4.86,66
Health Sciences,8.64,7
Health Sciences,17.61,4
Health Sciences,20.14,19
Health Sciences,1.18,22
Health Sciences,3.39,57
Health Sciences,44.58,2
Health Sciences,17.99,8
Health Sciences,6.94,49
Health Sciences,52.74,1
Health Sciences,42.07,4
Health Sciences,48.61,5
Health Sciences,16.84,1
Health Sciences,27.0,3
Health Sciences,24.03,3
Health Sciences,5.77,6
Health Sciences,50.99,1
Health Sciences,6.15,49
Health Sciences,4.82,45
Health Sciences,1.39,111
Health Sciences,7.0,96
Health Sciences,11.8,29
Health Sciences,9.41,6
Health Sciences,24.49,2
Health Sciences,9.99,46
Health Sciences,88.58,1
Health Sciences,8.04,20
Health Sciences,4.65,18
Health Sciences,58.67,2
Health Sciences,3.84,11
Health Sciences,22.26,18
Health Sciences,7.83,22
Health Sciences,22.93,1
Health Sciences,11.57,17
Health Sciences,4.55,25
Health Sciences,3.23,16
Health Sciences,22.78,8
Health Sciences,59.23,1
Health Sciences,26.6,6
Health Sciences,1.5,16
Health Sciences,19.2,6
Health Sciences,310.35,1
Health Sciences,21.81,1
Health Sciences,31.37,16
Health Sciences,30.94,4
Health Sciences,1.68,60
Health Sciences,4.94,62
Health Sciences,19.01,4
Health Sciences,845.57,1
Health Sciences,27.26,4
Health Sciences,4.7,33
Health Sciences,19.45,7
Health Sciences,4.54,27
Health Sciences,5.84,111
Health Sciences,3.87,28
Health Sciences,42.15,7
Health Sciences,18.69,42
Health Sciences,13.41,8
Health Sciences,138.17,1
Health Sciences,14.38,16
Health Sciences,36.27,10
Health Sciences,5.28,28
Health Sciences,17.0,5
Health Sciences,49.73,1
Health Sciences,41.15,1
Health Sciences,30.6,1
Health Sciences,11.94,12
Health Sciences,26.03,3
Health Sciences,2.99,32
Health Sciences,4.28,19
Health Sciences,11.56,17
Health Sciences,5.76,14
Health Sciences,6.45,91
Health Sciences,2.22,66
Health Sciences,4.66,13
Health Sciences,52.4,2
Health Sciences,25.1,1
Health Sciences,1.71,39
Health Sciences,137.82,1
Health Sciences,153.07,2
