field_name,fcr,publication_count
Built Environment and Design,33.43,1
Built Environment and Design,28.97,6
Built Environment and Design,15.05,5
Built Environment and Design,51.12,1
Built Environment and Design,12.4,2
Built Environment and Design,21.26,10
Built Environment and Design,24.81,2
Built Environment and Design,22.9,1
Built Environment and Design,7.71,8
Built Environment and Design,2.53,7
Built Environment and Design,2.25,33
Built Environment and Design,26.71,2
Built Environment and Design,3.31,17
Built Environment and Design,1.72,9
Built Environment and Design,11.72,5
Built Environment and Design,18.77,1
Built Environment and Design,13.21,9
Built Environment and Design,11.77,4
Built Environment and Design,6.8,16
Built Environment and Design,3.41,13
Built Environment and Design,27.3,2
Built Environment and Design,19.34,2
Built Environment and Design,15.18,6
Built Environment and Design,10.23,20
Built Environment and Design,1.21,15
Built Environment and Design,55.12,2
Built Environment and Design,21.17,6
Built Environment and Design,55.78,1
Built Environment and Design,9.93,3
Built Environment and Design,7.72,1
Built Environment and Design,3.9,4
Built Environment and Design,4.56,2
Built Environment and Design,4.98,20
Built Environment and Design,2.82,13
Built Environment and Design,10.72,3
Built Environment and Design,17.49,1
Built Environment and Design,35.65,2
Built Environment and Design,37.12,1
Built Environment and Design,54.05,1
Built Environment and Design,11.67,5
Built Environment and Design,3.33,4
Built Environment and Design,10.85,6
Built Environment and Design,3.76,6
Built Environment and Design,8.73,8
Built Environment and Design,8.18,2
Built Environment and Design,4.12,9
Built Environment and Design,13.37,20
Built Environment and Design,12.16,1
Built Environment and Design,12.26,28
Built Environment and Design,26.3,3
Built Environment and Design,23.54,2
Built Environment and Design,17.47,3
Built Environment and Design,11.29,3
Built Environment and Design,8.43,5
Built Environment and Design,18.96,3
Built Environment and Design,22.05,5
Built Environment and Design,22.25,1
Built Environment and Design,23.97,2
Built Environment and Design,4.44,20
Built Environment and Design,43.95,4
Built Environment and Design,23.4,13
Built Environment and Design,1.92,14
Built Environment and Design,6.28,4
Built Environment and Design,22.32,2
Built Environment and Design,11.83,10
Built Environment and Design,11.5,8
Built Environment and Design,44.35,2
Built Environment and Design,5.1,24
Built Environment and Design,40.93,2
Built Environment and Design,9.04,8
Built Environment and Design,17.32,7
Built Environment and Design,1.81,8
Built Environment and Design,19.37,3
Built Environment and Design,1.37,22
Built Environment and Design,1.54,6
Built Environment and Design,27.87,1
Built Environment and Design,49.54,1
Built Environment and Design,13.15,10
Built Environment and Design,14.45,5
Built Environment and Design,67.38,1
Built Environment and Design,10.6,2
Built Environment and Design,27.1,5
Built Environment and Design,10.29,5
Built Environment and Design,20.06,15
Built Environment and Design,25.58,3
Built Environment and Design,13.71,3
Built Environment and Design,8.05,6
Built Environment and Design,12.81,6
Built Environment and Design,6.75,2
Built Environment and Design,30.37,2
Built Environment and Design,36.76,1
Built Environment and Design,15.7,1
Built Environment and Design,17.87,1
Built Environment and Design,14.02,3
Built Environment and Design,16.03,5
Built Environment and Design,32.63,2
Built Environment and Design,1.15,5
Built Environment and Design,15.9,2
Built Environment and Design,22.48,3
Built Environment and Design,14.85,1
Built Environment and Design,5.22,8
Built Environment and Design,16.01,3
Built Environment and Design,4.14,3
Built Environment and Design,30.7,4
Built Environment and Design,24.96,2
Built Environment and Design,2.52,18
Built Environment and Design,48.95,1
Built Environment and Design,5.79,7
Built Environment and Design,2.27,18
Built Environment and Design,19.39,2
Built Environment and Design,33.07,2
Built Environment and Design,19.54,4
Built Environment and Design,12.17,6
Built Environment and Design,18.07,5
Built Environment and Design,10.12,4
Built Environment and Design,6.92,7
Built Environment and Design,47.35,1
Built Environment and Design,21.08,3
Built Environment and Design,13.16,4
Built Environment and Design,14.62,9
Built Environment and Design,22.4,1
Built Environment and Design,25.95,1
Built Environment and Design,18.11,6
Built Environment and Design,25.43,1
Built Environment and Design,43.02,1
Built Environment and Design,1.5,4
Built Environment and Design,7.65,8
Built Environment and Design,10.44,4
Built Environment and Design,55.76,1
Built Environment and Design,7.48,5
Built Environment and Design,15.56,3
Built Environment and Design,23.2,3
Built Environment and Design,8.37,14
Built Environment and Design,2.98,13
Built Environment and Design,34.51,1
Built Environment and Design,7.0,6
Built Environment and Design,265.91,1
Built Environment and Design,55.43,1
Built Environment and Design,12.42,2
Built Environment and Design,9.74,3
Built Environment and Design,9.89,7
Built Environment and Design,70.2,1
Built Environment and Design,21.13,1
Built Environment and Design,336.9,1
Built Environment and Design,35.15,1
Built Environment and Design,8.44,2
Built Environment and Design,49.72,1
Built Environment and Design,12.85,11
Built Environment and Design,17.98,3
Built Environment and Design,16.06,9
Built Environment and Design,5.39,3
Built Environment and Design,7.3,15
Built Environment and Design,40.95,2
Built Environment and Design,35.53,2
Built Environment and Design,33.53,2
Built Environment and Design,1.66,4
Built Environment and Design,19.94,3
Built Environment and Design,17.02,7
Built Environment and Design,27.77,4
Built Environment and Design,19.92,1
Built Environment and Design,52.42,2
Built Environment and Design,6.91,7
Built Environment and Design,38.49,2
Built Environment and Design,9.53,7
Built Environment and Design,18.33,2
Built Environment and Design,12.55,1
Built Environment and Design,34.84,2
Built Environment and Design,70.96,1
Built Environment and Design,35.08,1
Built Environment and Design,3.14,6
Built Environment and Design,30.72,1
Built Environment and Design,25.88,2
Built Environment and Design,13.31,7
Built Environment and Design,5.53,4
Built Environment and Design,4.95,4
Built Environment and Design,10.14,5
Built Environment and Design,133.7,1
Built Environment and Design,11.61,1
Built Environment and Design,12.65,1
Built Environment and Design,17.3,1
Built Environment and Design,20.69,1
Built Environment and Design,5.88,2
Built Environment and Design,23.31,2
Built Environment and Design,5.56,4
Built Environment and Design,12.0,6
Built Environment and Design,40.67,1
Built Environment and Design,6.27,6
Built Environment and Design,11.0,1
Built Environment and Design,17.79,2
Built Environment and Design,21.79,2
Built Environment and Design,18.87,1
Built Environment and Design,2.15,7
Built Environment and Design,38.64,1
Built Environment and Design,6.33,2
Built Environment and Design,45.33,1
Built Environment and Design,2.65,9
Built Environment and Design,36.13,1
Built Environment and Design,7.51,1
Built Environment and Design,25.61,4
Built Environment and Design,131.18,1
Built Environment and Design,29.81,2
Built Environment and Design,12.92,1
Built Environment and Design,68.3,1
Built Environment and Design,11.6,5
Built Environment and Design,11.52,1
Built Environment and Design,28.67,1
Built Environment and Design,24.3,3
Built Environment and Design,54.09,1
Built Environment and Design,23.63,1
Built Environment and Design,10.25,2
Built Environment and Design,18.16,1
Built Environment and Design,10.32,2
Built Environment and Design,12.19,2
Built Environment and Design,7.98,3
Built Environment and Design,39.0,2
Built Environment and Design,19.62,1
Built Environment and Design,48.64,1
Built Environment and Design,122.59,1
Built Environment and Design,12.15,8
Built Environment and Design,26.83,3
Built Environment and Design,18.55,1
Built Environment and Design,11.68,1
Built Environment and Design,37.45,2
Built Environment and Design,54.18,1
Built Environment and Design,12.27,3
Built Environment and Design,24.04,2
Built Environment and Design,23.69,1
Built Environment and Design,7.33,1
Built Environment and Design,21.43,3
Built Environment and Design,77.55,1
Built Environment and Design,30.52,1
Built Environment and Design,14.23,2
Built Environment and Design,26.59,1
Built Environment and Design,6.58,3
Built Environment and Design,24.61,1
Built Environment and Design,16.09,2
Built Environment and Design,30.05,3
Built Environment and Design,8.02,5
Built Environment and Design,6.53,3
Built Environment and Design,52.07,1
Built Environment and Design,38.36,1
Built Environment and Design,22.24,1
Built Environment and Design,9.82,3
Built Environment and Design,43.13,1
Built Environment and Design,33.82,1
Built Environment and Design,28.73,3
Built Environment and Design,9.21,1
Built Environment and Design,15.68,3
Built Environment and Design,49.39,1
Built Environment and Design,6.18,4
Built Environment and Design,40.71,2
Built Environment and Design,59.7,1
Built Environment and Design,25.11,1
Built Environment and Design,32.37,1
Built Environment and Design,18.76,1
Built Environment and Design,5.12,2
Built Environment and Design,18.85,1
Built Environment and Design,8.71,2
Built Environment and Design,254.83,1
Built Environment and Design,146.17,1
Built Environment and Design,14.82,5
Built Environment and Design,104.62,1
Built Environment and Design,24.37,1
Built Environment and Design,6.83,1
Built Environment and Design,15.54,3
Built Environment and Design,10.1,3
Built Environment and Design,74.9,1
Built Environment and Design,62.99,1
Built Environment and Design,43.55,2
Built Environment and Design,19.09,1
Built Environment and Design,5.63,2
Built Environment and Design,24.46,2
Built Environment and Design,28.87,1
Built Environment and Design,23.39,4
Built Environment and Design,48.56,1
Built Environment and Design,17.34,2
Built Environment and Design,37.97,1
Built Environment and Design,36.79,1
Built Environment and Design,6.89,3
Built Environment and Design,9.73,1
Built Environment and Design,42.0,1
Built Environment and Design,16.99,3
Built Environment and Design,26.41,1
Built Environment and Design,10.59,1
Built Environment and Design,26.65,2
Built Environment and Design,2.28,2
Built Environment and Design,5.33,4
Built Environment and Design,34.32,1
Built Environment and Design,36.06,2
Built Environment and Design,9.4,1
Built Environment and Design,43.5,2
Built Environment and Design,27.53,3
Built Environment and Design,8.7,2
Built Environment and Design,25.07,1
Built Environment and Design,8.82,2
Built Environment and Design,30.69,1
Built Environment and Design,24.41,1
Built Environment and Design,36.04,1
Built Environment and Design,33.61,2
Built Environment and Design,13.38,2
Built Environment and Design,9.27,2
Built Environment and Design,10.08,1
Built Environment and Design,27.45,1
Built Environment and Design,37.49,1
Built Environment and Design,24.57,4
Built Environment and Design,20.79,2
Built Environment and Design,22.8,1
Built Environment and Design,19.46,1
Built Environment and Design,38.26,1
Built Environment and Design,61.17,1
Built Environment and Design,44.99,1
Built Environment and Design,24.98,1
Built Environment and Design,19.63,1
Built Environment and Design,17.65,1
Built Environment and Design,28.63,1
Built Environment and Design,83.02,1
Built Environment and Design,49.93,1
Built Environment and Design,17.16,2
Built Environment and Design,26.56,2
Built Environment and Design,13.18,1
Built Environment and Design,22.71,1
Built Environment and Design,17.82,1
Built Environment and Design,49.7,1
Built Environment and Design,28.28,2
Built Environment and Design,15.48,1
Built Environment and Design,31.44,2
Built Environment and Design,0.22,1
Built Environment and Design,49.14,1
Built Environment and Design,8.41,1
Built Environment and Design,48.04,1
Built Environment and Design,24.03,1
Built Environment and Design,11.15,1
Built Environment and Design,28.69,1
Built Environment and Design,11.65,1
Built Environment and Design,26.31,1
Built Environment and Design,43.9,1
Built Environment and Design,9.09,4
Built Environment and Design,16.15,2
Built Environment and Design,31.9,1
Built Environment and Design,77.48,1
Built Environment and Design,10.0,1
Built Environment and Design,33.23,1
Built Environment and Design,26.93,1
Built Environment and Design,85.61,1
Built Environment and Design,73.76,1
Built Environment and Design,7.66,4
Built Environment and Design,54.33,1
Built Environment and Design,93.78,1
Built Environment and Design,19.53,2
Built Environment and Design,22.46,1
Built Environment and Design,16.88,1
Built Environment and Design,6.97,2
Built Environment and Design,31.33,1
Built Environment and Design,38.22,1
Built Environment and Design,31.95,1
Built Environment and Design,20.82,1
Built Environment and Design,172.34,1
Built Environment and Design,34.34,1
Built Environment and Design,85.5,1
Built Environment and Design,12.64,3
Built Environment and Design,14.64,6
Built Environment and Design,25.01,1
Built Environment and Design,65.5,2
Built Environment and Design,15.2,1
Built Environment and Design,6.07,1
Built Environment and Design,38.83,1
Built Environment and Design,39.87,1
Built Environment and Design,31.87,1
Built Environment and Design,51.7,1
Built Environment and Design,9.28,1
Built Environment and Design,50.43,1
Built Environment and Design,7.77,1
Built Environment and Design,222.21,1
Built Environment and Design,39.8,2
Built Environment and Design,42.56,1
Built Environment and Design,10.34,1
Built Environment and Design,14.46,2
Built Environment and Design,25.03,1
Built Environment and Design,41.72,1
Built Environment and Design,52.89,1
Built Environment and Design,12.87,1
Built Environment and Design,29.61,1
Built Environment and Design,9.94,1
Built Environment and Design,77.22,1
Built Environment and Design,7.83,1
Built Environment and Design,67.96,1
Built Environment and Design,14.1,1
Built Environment and Design,40.41,1
Built Environment and Design,12.09,1
Built Environment and Design,66.48,1
Built Environment and Design,56.7,1
Built Environment and Design,20.92,1
Built Environment and Design,37.7,1
Built Environment and Design,16.12,1
Built Environment and Design,31.52,1
Built Environment and Design,52.23,1
Built Environment and Design,18.79,1
Built Environment and Design,26.58,1
Built Environment and Design,9.8,2
Built Environment and Design,45.16,1
Built Environment and Design,31.65,1
Built Environment and Design,31.21,2
Built Environment and Design,60.6,1
Built Environment and Design,46.27,1
Built Environment and Design,101.27,1
Built Environment and Design,109.89,1
Built Environment and Design,16.72,1
Built Environment and Design,20.63,1
Built Environment and Design,24.97,1
Built Environment and Design,19.5,1
Built Environment and Design,16.89,2
Built Environment and Design,16.36,1
Built Environment and Design,15.52,1
Built Environment and Design,11.19,1
Built Environment and Design,79.52,1
Built Environment and Design,21.24,1
Built Environment and Design,58.05,1
Built Environment and Design,30.28,1
Built Environment and Design,13.3,1
Built Environment and Design,54.98,1
Built Environment and Design,35.87,1
Built Environment and Design,20.75,1
Built Environment and Design,11.49,20
Built Environment and Design,4.39,49
Built Environment and Design,0.34,56
Built Environment and Design,30.59,1
Built Environment and Design,2.24,40
Built Environment and Design,1.38,79
Built Environment and Design,27.91,8
Built Environment and Design,2.51,10
Built Environment and Design,4.4,23
Built Environment and Design,7.34,36
Built Environment and Design,1.0,31
Built Environment and Design,0.74,93
Built Environment and Design,1.84,62
Built Environment and Design,0.98,20
Built Environment and Design,3.17,6
Built Environment and Design,2.75,44
Built Environment and Design,1.31,50
Built Environment and Design,0.21,4
Built Environment and Design,4.01,66
Built Environment and Design,26.02,3
Built Environment and Design,5.51,69
Built Environment and Design,0.55,27
Built Environment and Design,0.61,111
Built Environment and Design,11.58,8
Built Environment and Design,0.72,177
Built Environment and Design,1.44,117
Built Environment and Design,3.71,2
Built Environment and Design,1.34,100
Built Environment and Design,12.02,8
Built Environment and Design,2.84,23
Built Environment and Design,0.6,32
Built Environment and Design,5.21,21
Built Environment and Design,1.87,69
Built Environment and Design,1.65,18
Built Environment and Design,4.72,69
Built Environment and Design,9.02,15
Built Environment and Design,5.96,37
Built Environment and Design,10.88,5
Built Environment and Design,0.89,40
Built Environment and Design,26.51,1
Built Environment and Design,0.41,32
Built Environment and Design,2.29,48
Built Environment and Design,9.95,2
Built Environment and Design,1.49,56
Built Environment and Design,0.71,63
Built Environment and Design,8.87,8
Built Environment and Design,6.5,19
Built Environment and Design,0.97,58
Built Environment and Design,2.18,53
Built Environment and Design,8.81,18
Built Environment and Design,7.17,26
Built Environment and Design,3.94,76
Built Environment and Design,3.43,28
Built Environment and Design,8.07,6
Built Environment and Design,75.34,1
Built Environment and Design,2.68,11
Built Environment and Design,10.67,31
Built Environment and Design,3.51,27
Built Environment and Design,1.14,17
Built Environment and Design,21.27,2
Built Environment and Design,5.55,13
Built Environment and Design,1.12,90
Built Environment and Design,36.14,1
Built Environment and Design,3.53,15
Built Environment and Design,70.02,1
Built Environment and Design,2.12,21
Built Environment and Design,13.68,4
Built Environment and Design,9.71,5
Built Environment and Design,8.21,36
Built Environment and Design,2.64,24
Built Environment and Design,6.9,12
Built Environment and Design,1.43,26
Built Environment and Design,16.75,3
Built Environment and Design,3.58,7
Built Environment and Design,13.19,2
Built Environment and Design,23.77,1
Built Environment and Design,2.03,31
Built Environment and Design,3.55,1
Built Environment and Design,6.68,24
Built Environment and Design,6.79,4
Built Environment and Design,5.18,24
Built Environment and Design,3.67,95
Built Environment and Design,0.88,70
Built Environment and Design,7.8,84
Built Environment and Design,3.93,17
Built Environment and Design,23.01,3
Built Environment and Design,6.2,14
Built Environment and Design,26.2,2
Built Environment and Design,11.11,2
Built Environment and Design,8.92,4
Built Environment and Design,5.49,5
Built Environment and Design,3.57,17
Built Environment and Design,7.39,44
Built Environment and Design,5.25,8
Built Environment and Design,12.6,10
Built Environment and Design,15.81,6
Built Environment and Design,60.38,1
Built Environment and Design,6.94,16
Built Environment and Design,3.91,41
Built Environment and Design,5.66,10
Built Environment and Design,14.74,7
Built Environment and Design,5.73,5
Built Environment and Design,5.27,17
Built Environment and Design,2.78,7
Built Environment and Design,20.44,1
Built Environment and Design,12.48,9
Built Environment and Design,3.73,6
Built Environment and Design,21.12,1
Built Environment and Design,1.17,56
Built Environment and Design,15.32,3
Built Environment and Design,10.07,11
Built Environment and Design,5.83,11
Built Environment and Design,3.07,8
Built Environment and Design,13.47,9
Built Environment and Design,14.39,10
Built Environment and Design,6.01,23
Built Environment and Design,7.84,12
Built Environment and Design,1.59,51
Built Environment and Design,2.08,28
Built Environment and Design,4.38,29
Built Environment and Design,3.81,14
Built Environment and Design,32.84,2
Built Environment and Design,2.05,21
Built Environment and Design,5.38,9
Built Environment and Design,4.09,6
Built Environment and Design,19.69,4
Built Environment and Design,32.53,1
Built Environment and Design,14.14,2
Built Environment and Design,1.71,8
Built Environment and Design,21.07,1
Built Environment and Design,10.06,9
Built Environment and Design,7.57,7
Built Environment and Design,55.29,2
Built Environment and Design,7.46,2
Built Environment and Design,7.81,11
Built Environment and Design,3.12,32
Built Environment and Design,22.02,5
Built Environment and Design,6.41,10
Built Environment and Design,1.53,10
Built Environment and Design,1.58,6
Built Environment and Design,11.3,3
Built Environment and Design,6.64,12
Built Environment and Design,15.47,4
Built Environment and Design,9.64,8
Built Environment and Design,4.53,4
Built Environment and Design,2.21,8
Built Environment and Design,13.95,23
Built Environment and Design,14.76,5
Built Environment and Design,5.32,6
Built Environment and Design,10.51,8
Built Environment and Design,36.85,3
Built Environment and Design,18.19,2
Built Environment and Design,8.08,7
Built Environment and Design,52.59,1
Built Environment and Design,11.28,8
Built Environment and Design,14.73,2
Built Environment and Design,18.4,4
Built Environment and Design,6.56,3
Built Environment and Design,31.12,4
Built Environment and Design,9.57,8
Built Environment and Design,16.85,1
Built Environment and Design,19.57,4
Built Environment and Design,14.69,6
Built Environment and Design,13.1,17
Built Environment and Design,2.85,39
Built Environment and Design,9.38,3
Built Environment and Design,15.44,5
Built Environment and Design,13.42,7
Built Environment and Design,6.88,21
Built Environment and Design,8.16,3
Built Environment and Design,18.35,5
Built Environment and Design,11.93,18
Built Environment and Design,14.81,1
Built Environment and Design,4.78,17
Built Environment and Design,4.42,5
Built Environment and Design,21.84,2
Built Environment and Design,11.78,3
Built Environment and Design,3.56,24
Built Environment and Design,22.53,1
Built Environment and Design,31.67,3
Built Environment and Design,18.74,7
Built Environment and Design,13.62,5
Built Environment and Design,13.84,2
Built Environment and Design,17.09,1
Built Environment and Design,30.73,2
Built Environment and Design,41.22,2
Built Environment and Design,6.87,4
Built Environment and Design,17.17,1
Built Environment and Design,41.61,1
Built Environment and Design,13.25,2
Built Environment and Design,18.71,4
Built Environment and Design,15.55,4
Built Environment and Design,9.29,6
Built Environment and Design,6.3,36
Built Environment and Design,18.51,3
Built Environment and Design,16.34,5
Built Environment and Design,6.59,4
Built Environment and Design,49.25,2
Built Environment and Design,15.19,9
Built Environment and Design,10.16,2
Built Environment and Design,62.68,1
Built Environment and Design,3.72,13
Built Environment and Design,16.53,7
Built Environment and Design,30.62,1
Built Environment and Design,10.61,11
Built Environment and Design,2.01,6
Built Environment and Design,16.54,11
Built Environment and Design,14.35,10
Built Environment and Design,9.75,2
Built Environment and Design,18.03,4
Built Environment and Design,4.45,9
Built Environment and Design,5.35,20
Built Environment and Design,10.56,4
Built Environment and Design,8.47,2
Built Environment and Design,7.97,13
Built Environment and Design,1.18,14
Built Environment and Design,20.29,1
Built Environment and Design,6.21,2
Built Environment and Design,81.12,1
Built Environment and Design,31.01,1
Built Environment and Design,26.94,3
Built Environment and Design,5.29,5
Built Environment and Design,0.86,4
Built Environment and Design,23.37,4
Built Environment and Design,4.74,6
Built Environment and Design,217.81,1
Built Environment and Design,12.33,3
Built Environment and Design,10.76,12
Built Environment and Design,10.09,14
Built Environment and Design,5.23,11
Built Environment and Design,0.91,20
Built Environment and Design,9.69,2
Built Environment and Design,44.29,1
Built Environment and Design,10.28,9
Built Environment and Design,25.02,1
Built Environment and Design,10.97,6
Built Environment and Design,11.84,3
Built Environment and Design,3.54,17
Built Environment and Design,4.94,9
Built Environment and Design,10.48,2
Built Environment and Design,18.66,3
Built Environment and Design,4.73,10
Built Environment and Design,17.69,1
Built Environment and Design,16.52,4
Built Environment and Design,33.18,1
Built Environment and Design,45.54,1
Built Environment and Design,3.13,3
Built Environment and Design,39.56,2
Built Environment and Design,4.3,6
Built Environment and Design,29.11,2
Built Environment and Design,37.19,1
Built Environment and Design,3.23,3
Built Environment and Design,40.54,1
Built Environment and Design,20.4,1
Built Environment and Design,35.14,1
Built Environment and Design,1.62,11
Built Environment and Design,12.69,11
Built Environment and Design,17.01,2
Built Environment and Design,32.87,1
Built Environment and Design,13.07,2
Built Environment and Design,13.4,1
Built Environment and Design,17.93,2
Built Environment and Design,15.38,2
Built Environment and Design,4.19,10
Built Environment and Design,14.17,13
Built Environment and Design,15.96,2
Built Environment and Design,6.45,2
Built Environment and Design,21.14,1
Built Environment and Design,27.54,1
Built Environment and Design,16.8,4
Built Environment and Design,15.23,2
Built Environment and Design,9.76,10
Built Environment and Design,16.98,3
Built Environment and Design,9.88,5
Built Environment and Design,53.12,1
Built Environment and Design,110.05,1
Built Environment and Design,18.7,8
Built Environment and Design,45.25,1
Built Environment and Design,14.75,4
Built Environment and Design,10.2,6
Built Environment and Design,18.69,1
Built Environment and Design,10.66,2
Built Environment and Design,5.11,10
Built Environment and Design,189.3,1
Built Environment and Design,118.43,1
Built Environment and Design,12.67,1
Built Environment and Design,43.79,1
Built Environment and Design,9.41,3
Built Environment and Design,27.22,1
Built Environment and Design,2.42,10
Built Environment and Design,13.6,4
Built Environment and Design,3.24,5
Built Environment and Design,17.57,3
Built Environment and Design,8.27,5
Built Environment and Design,14.07,5
Built Environment and Design,10.22,4
Built Environment and Design,37.4,1
Built Environment and Design,5.97,5
Built Environment and Design,4.03,2
Built Environment and Design,18.38,2
Built Environment and Design,13.02,10
Built Environment and Design,31.19,8
Built Environment and Design,2.91,21
Built Environment and Design,41.98,1
Built Environment and Design,33.36,1
Built Environment and Design,20.73,3
Built Environment and Design,22.01,3
Built Environment and Design,19.66,2
Built Environment and Design,55.83,1
Built Environment and Design,4.54,7
Built Environment and Design,8.57,5
Built Environment and Design,16.81,1
Built Environment and Design,8.67,11
Built Environment and Design,14.94,3
Built Environment and Design,35.6,1
Built Environment and Design,12.86,1
Built Environment and Design,16.59,4
Built Environment and Design,86.91,1
Built Environment and Design,17.4,1
Built Environment and Design,25.91,2
Built Environment and Design,19.05,3
Built Environment and Design,10.7,9
Built Environment and Design,13.36,5
Built Environment and Design,6.95,4
Built Environment and Design,11.31,7
Built Environment and Design,5.31,11
Built Environment and Design,5.17,4
Built Environment and Design,14.71,4
Built Environment and Design,7.96,7
Built Environment and Design,5.46,5
Built Environment and Design,63.17,1
Built Environment and Design,18.25,1
Built Environment and Design,6.04,5
Built Environment and Design,7.01,4
Built Environment and Design,15.71,2
Built Environment and Design,11.54,11
Built Environment and Design,17.25,3
Built Environment and Design,6.93,4
Built Environment and Design,17.97,1
Built Environment and Design,28.19,1
Built Environment and Design,71.55,1
Built Environment and Design,38.59,1
Built Environment and Design,58.63,1
Built Environment and Design,4.35,5
Built Environment and Design,19.07,2
Built Environment and Design,5.59,12
Built Environment and Design,56.4,1
Built Environment and Design,36.94,2
Built Environment and Design,13.24,2
Built Environment and Design,16.64,1
Built Environment and Design,31.84,1
Built Environment and Design,14.22,10
Built Environment and Design,51.25,1
Built Environment and Design,39.75,2
Built Environment and Design,6.46,4
Built Environment and Design,25.21,1
Built Environment and Design,45.66,1
Built Environment and Design,16.04,1
Built Environment and Design,20.59,2
Built Environment and Design,26.77,1
Built Environment and Design,21.47,1
Built Environment and Design,13.08,2
Built Environment and Design,6.06,8
Built Environment and Design,2.59,1
Built Environment and Design,146.4,1
Built Environment and Design,11.1,3
Built Environment and Design,17.71,1
Built Environment and Design,69.08,1
Built Environment and Design,12.54,1
Built Environment and Design,9.65,4
Built Environment and Design,53.48,1
Built Environment and Design,23.0,6
Built Environment and Design,7.02,1
Built Environment and Design,18.36,4
Built Environment and Design,8.12,1
Built Environment and Design,6.48,3
Built Environment and Design,14.6,2
Built Environment and Design,45.19,1
Built Environment and Design,10.39,2
Built Environment and Design,22.34,2
Built Environment and Design,13.2,3
Built Environment and Design,5.72,5
Built Environment and Design,72.22,1
Built Environment and Design,14.34,3
Built Environment and Design,16.23,1
Built Environment and Design,13.63,1
Built Environment and Design,8.32,2
Built Environment and Design,22.09,2
Built Environment and Design,134.76,1
Built Environment and Design,19.04,1
Built Environment and Design,35.24,3
Built Environment and Design,26.48,1
Built Environment and Design,24.31,1
Built Environment and Design,36.46,2
Built Environment and Design,10.87,1
Built Environment and Design,17.13,1
Built Environment and Design,40.02,1
Built Environment and Design,35.25,1
Built Environment and Design,15.94,4
Built Environment and Design,31.89,1
Built Environment and Design,27.74,1
Built Environment and Design,15.58,2
Built Environment and Design,7.47,6
Built Environment and Design,34.05,1
Built Environment and Design,15.88,1
Built Environment and Design,7.67,1
Built Environment and Design,97.73,1
Built Environment and Design,32.19,1
Built Environment and Design,21.09,1
Built Environment and Design,9.91,3
Built Environment and Design,49.38,1
Built Environment and Design,39.06,1
Built Environment and Design,17.42,1
Built Environment and Design,50.23,1
Built Environment and Design,10.89,2
Built Environment and Design,86.18,1
Built Environment and Design,14.31,4
Built Environment and Design,24.33,2
Built Environment and Design,19.35,1
Built Environment and Design,7.18,1
Built Environment and Design,36.95,2
Built Environment and Design,21.44,3
Built Environment and Design,20.05,1
Built Environment and Design,45.43,1
Built Environment and Design,53.49,1
Built Environment and Design,33.65,1
Built Environment and Design,49.53,1
Built Environment and Design,35.47,1
Built Environment and Design,18.81,3
Built Environment and Design,87.82,1
Built Environment and Design,2.48,4
Built Environment and Design,42.73,1
Built Environment and Design,61.8,1
Built Environment and Design,96.66,1
Built Environment and Design,9.51,1
Built Environment and Design,38.13,1
Built Environment and Design,39.47,3
Built Environment and Design,20.83,2
Built Environment and Design,20.6,3
Built Environment and Design,51.95,1
Built Environment and Design,30.21,1
Built Environment and Design,31.38,1
Built Environment and Design,96.85,2
Built Environment and Design,9.54,4
Built Environment and Design,7.29,1
Built Environment and Design,28.76,2
Built Environment and Design,6.16,2
Built Environment and Design,147.64,1
Built Environment and Design,57.55,1
Built Environment and Design,11.43,1
Built Environment and Design,80.48,1
Built Environment and Design,48.15,1
Built Environment and Design,16.5,1
Built Environment and Design,22.38,1
Built Environment and Design,39.57,1
Built Environment and Design,11.48,1
Built Environment and Design,18.83,1
Built Environment and Design,109.13,1
Built Environment and Design,23.47,1
Built Environment and Design,31.09,3
Built Environment and Design,22.88,1
Built Environment and Design,41.47,1
Built Environment and Design,6.05,1
Built Environment and Design,24.83,1
Built Environment and Design,14.01,1
Built Environment and Design,56.53,1
Built Environment and Design,83.72,1
Built Environment and Design,20.19,2
Built Environment and Design,21.23,2
Built Environment and Design,54.75,1
Built Environment and Design,37.72,1
Built Environment and Design,15.28,1
Built Environment and Design,42.41,2
Built Environment and Design,16.61,2
Built Environment and Design,49.6,1
Built Environment and Design,12.57,1
Built Environment and Design,20.2,1
Built Environment and Design,23.49,1
Built Environment and Design,23.85,3
Built Environment and Design,76.02,1
Built Environment and Design,9.46,3
Built Environment and Design,16.9,2
Built Environment and Design,24.06,1
Built Environment and Design,42.57,1
Built Environment and Design,31.24,1
Built Environment and Design,35.1,2
Built Environment and Design,13.76,1
Built Environment and Design,20.62,1
Built Environment and Design,57.94,1
Built Environment and Design,13.03,1
Built Environment and Design,12.63,1
Built Environment and Design,5.99,3
Built Environment and Design,8.23,1
Built Environment and Design,27.76,2
Built Environment and Design,13.33,1
Built Environment and Design,19.06,1
Built Environment and Design,15.3,1
Built Environment and Design,20.86,1
Built Environment and Design,16.22,1
Built Environment and Design,17.86,1
Built Environment and Design,119.88,1
Built Environment and Design,23.92,1
Built Environment and Design,26.49,1
Built Environment and Design,10.64,1
Built Environment and Design,38.23,1
Built Environment and Design,39.33,1
Built Environment and Design,13.58,1
Built Environment and Design,16.3,1
Built Environment and Design,26.75,1
Built Environment and Design,5.06,1
